x_name,x_type,y_name,y_type,relation
cyanocobalamin,drug,multiple sclerosis,disease,treated_by
cyanocobalamin,drug,diphyllobothriasis,disease,treated_by
cyanocobalamin,drug,pernicious anemia,disease,treated_by
cyanocobalamin,drug,alcoholic neuropathy,disease,treated_by
cyanocobalamin,drug,diabetic polyneuropathy,disease,treated_by
lansoprazole,drug,peptic ulcer disease,disease,treated_by
lansoprazole,drug,gastritis,disease,treated_by
lansoprazole,drug,zollinger–ellison syndrome,disease,treated_by
lansoprazole,drug,gastroesophageal reflux disease,disease,treated_by
lansoprazole,drug,esophagitis,disease,treated_by
lansoprazole,drug,duodenal ulcer,disease,treated_by
lansoprazole,drug,indigestion,disease,treated_by
lansoprazole,drug,hiatus hernia,disease,treated_by
lansoprazole,drug,gastric ulcer,disease,treated_by
mazindol,drug,obesity,disease,treated_by
aminocaproic acid,drug,bleeding,disease,treated_by
alpha-linolenic acid,drug,cancer,disease,treated_by
alpha-linolenic acid,drug,arthritis,disease,treated_by
alpha-linolenic acid,drug,sjögren's syndrome,disease,treated_by
alpha-linolenic acid,drug,nutrition disorder,disease,treated_by
alpha-linolenic acid,drug,familial hyperlipidemia,disease,treated_by
ciprofloxacin,drug,pneumonia,disease,treated_by
ciprofloxacin,drug,chancroid,disease,treated_by
ciprofloxacin,drug,staphylococcal infection,disease,treated_by
ciprofloxacin,drug,typhoid fever,disease,treated_by
ciprofloxacin,drug,gonorrhea,disease,treated_by
bumetanide,drug,liver disease,disease,treated_by
bumetanide,drug,congestive heart failure,disease,treated_by
perindopril,drug,arterial hypertension,disease,treated_by
perindopril,drug,coronary artery disease,disease,treated_by
perindopril,drug,congestive heart failure,disease,treated_by
nalbuphine,drug,pain,disease,treated_by
terazosin,drug,arterial hypertension,disease,treated_by
terazosin,drug,prostatic hypertrophy,disease,treated_by
terazosin,drug,urinary retention,disease,treated_by
terazosin,drug,prostatic adenoma,disease,treated_by
nalidixic acid,drug,urinary tract infection,disease,treated_by
nalidixic acid,drug,escherichia coli infectious disease,disease,treated_by
lindane,drug,scabies,disease,treated_by
lindane,drug,lice infestation,disease,treated_by
vinblastine,drug,breast cancer,disease,treated_by
vinblastine,drug,hodgkin lymphoma,disease,treated_by
vinblastine,drug,testicular cancer,disease,treated_by
vinblastine,drug,autoimmune thrombocytopenic purpura,disease,treated_by
vinblastine,drug,kaposi's sarcoma,disease,treated_by
vinblastine,drug,choriocarcinoma,disease,treated_by
vinblastine,drug,histiocytosis,disease,treated_by
vinblastine,drug,head and neck cancer,disease,treated_by
vinblastine,drug,mycosis fungoides,disease,treated_by
vinblastine,drug,kidney cancer,disease,treated_by
vinblastine,drug,lymphosarcoma,disease,treated_by
vinblastine,drug,lung benign neoplasm,disease,treated_by
vinblastine,drug,"hodgkin's lymphoma, mixed cellularity",disease,treated_by
naloxone,drug,toxic shock syndrome,disease,treated_by
naloxone,drug,septic shock,disease,treated_by
naloxone,drug,opioid overdose,disease,treated_by
naloxone,drug,opiate dependence,disease,treated_by
naloxone,drug,fentanyl toxicity,disease,treated_by
mefenamic acid,drug,fever,disease,treated_by
mefenamic acid,drug,pain,disease,treated_by
mefenamic acid,drug,premenstrual syndrome,disease,treated_by
mefenamic acid,drug,hyperthermia,disease,treated_by
4-aminobenzoic acid,drug,photodermatitis,disease,treated_by
pantoprazole,drug,peptic ulcer disease,disease,treated_by
pantoprazole,drug,stomach disease,disease,treated_by
pantoprazole,drug,gastritis,disease,treated_by
pantoprazole,drug,zollinger–ellison syndrome,disease,treated_by
pantoprazole,drug,gastroesophageal reflux disease,disease,treated_by
pantoprazole,drug,esophagitis,disease,treated_by
pantoprazole,drug,duodenal ulcer,disease,treated_by
pantoprazole,drug,indigestion,disease,treated_by
pantoprazole,drug,hiatus hernia,disease,treated_by
pantoprazole,drug,gastric ulcer,disease,treated_by
isotretinoin,drug,leukemia,disease,treated_by
isotretinoin,drug,acne,disease,treated_by
isotretinoin,drug,rosacea,disease,treated_by
isotretinoin,drug,neuroblastoma,disease,treated_by
cholic acid,drug,peroxisomal disease,disease,treated_by
magnesium sulfate,drug,nephritis,disease,treated_by
magnesium sulfate,drug,hydrogen fluoride exposure,disease,treated_by
ace inhibitor,drug,type 2 diabetes,disease,treated_by
meglumine,drug,visceral leishmaniasis,disease,treated_by
meglumine,drug,cutaneous leishmaniasis,disease,treated_by
levodopa,drug,parkinson's disease,disease,treated_by
hydromorphone,drug,cough,disease,treated_by
hydromorphone,drug,pain,disease,treated_by
hydromorphone,drug,substance abuse,disease,treated_by
abacavir,drug,hiv/aids,disease,treated_by
abacavir,drug,hiv infection,disease,treated_by
nitroxoline,drug,urinary tract infection,disease,treated_by
etidocaine,drug,pain,disease,treated_by
alpha-ketoglutaric acid,drug,kidney failure,disease,treated_by
abciximab,drug,unstable angina,disease,treated_by
abciximab,drug,acute myocardial infarction,disease,treated_by
alprazolam,drug,anxiety,disease,treated_by
alprazolam,drug,agoraphobia,disease,treated_by
alprazolam,drug,post-traumatic stress disorder,disease,treated_by
alprazolam,drug,anxiety disorder,disease,treated_by
alprazolam,drug,panic disorder,disease,treated_by
alprazolam,drug,generalized anxiety disorder,disease,treated_by
alprazolam,drug,insomnia,disease,treated_by
alprazolam,drug,substance abuse,disease,treated_by
alprazolam,drug,neurotic disorder,disease,treated_by
alprazolam,drug,sleep-wake disorder,disease,treated_by
ubidecarenone,drug,arterial hypertension,disease,treated_by
ubidecarenone,drug,angina pectoris,disease,treated_by
ubidecarenone,drug,huntington's disease,disease,treated_by
ubidecarenone,drug,myalgic encephalomyelitis/chronic fatigue syndrome,disease,treated_by
ubidecarenone,drug,familial hyperlipidemia,disease,treated_by
ubidecarenone,drug,congestive heart failure,disease,treated_by
histamine antagonist,drug,scarlet fever,disease,treated_by
terlipressin,drug,hepatorenal syndrome,disease,treated_by
terlipressin,drug,esophageal varix,disease,treated_by
(s)-(−)-colchicine,drug,gout,disease,treated_by
(s)-(−)-colchicine,drug,pericarditis,disease,treated_by
(s)-(−)-colchicine,drug,behçet's disease,disease,treated_by
(s)-(−)-colchicine,drug,covid-19,disease,treated_by
triiodothyronine,drug,hypothyroidism,disease,treated_by
triiodothyronine,drug,goiter,disease,treated_by
triiodothyronine,drug,autoimmune thyroiditis,disease,treated_by
triiodothyronine,drug,myxedema,disease,treated_by
triiodothyronine,drug,thyrotoxicosis,disease,treated_by
triiodothyronine,drug,thyroid carcinoma,disease,treated_by
triiodothyronine,drug,rare thyroid disease,disease,treated_by
d-glucosamine,drug,osteoarthritis,disease,treated_by
imidazole,drug,trichobacteriosis axillaris,disease,treated_by
calcium carbonate,drug,hydrogen fluoride exposure,disease,treated_by
atropine,drug,cardiac arrest,disease,treated_by
atropine,drug,bradycardia,disease,treated_by
atropine,drug,uveitis,disease,treated_by
atropine,drug,gastric ulcer,disease,treated_by
atropine,drug,nicotine poisoning,disease,treated_by
atropine,drug,sarin exposure,disease,treated_by
atropine,drug,soman exposure,disease,treated_by
atropine,drug,tabun exposure,disease,treated_by
atropine,drug,vx exposure,disease,treated_by
progesterone,drug,amenorrhea,disease,treated_by
progesterone,drug,endometrial hyperplasia,disease,treated_by
budipine,drug,parkinson's disease,disease,treated_by
tropicamide,drug,iridocyclitis,disease,treated_by
tropicamide,drug,keratitis,disease,treated_by
tropicamide,drug,iritis,disease,treated_by
tretinoin,drug,acne,disease,treated_by
tretinoin,drug,acute myeloid leukemia,disease,treated_by
tretinoin,drug,acute promyelocytic leukemia,disease,treated_by
tretinoin,drug,skin disease,disease,treated_by
tretinoin,drug,facial dermatosis,disease,treated_by
xylometazoline,drug,nasopharyngitis,disease,treated_by
xylometazoline,drug,rhinovirus infection,disease,treated_by
sirolimus,drug,carcinoma,disease,treated_by
sirolimus,drug,graft-versus-host disease,disease,treated_by
sirolimus,drug,lymphangioleiomyomatosis,disease,treated_by
halothane,drug,asthma,disease,treated_by
halothane,drug,status asthmaticus,disease,treated_by
nifedipine,drug,arterial hypertension,disease,treated_by
nifedipine,drug,angina pectoris,disease,treated_by
nifedipine,drug,altitude sickness,disease,treated_by
surgery,drug,feline arterial thromboembolism,disease,treated_by
cocaine,drug,cough,disease,treated_by
cocaine,drug,pain,disease,treated_by
cholesterol,drug,nutrition disorder,disease,treated_by
tegaserod,drug,constipation,disease,treated_by
tegaserod,drug,irritable bowel syndrome,disease,treated_by
tegaserod,drug,functional gastrointestinal disorder,disease,treated_by
acetic acid,drug,plantar fasciitis,disease,treated_by
acetic acid,drug,otitis externa,disease,treated_by
acetic acid,drug,bacterial vaginosis,disease,treated_by
acetic acid,drug,ear disease,disease,treated_by
acetic acid,drug,bladder disease,disease,treated_by
urea,drug,epidermolytic hyperkeratosis,disease,treated_by
urea,drug,ocular hypertension,disease,treated_by
urea,drug,intracranial hypertension,disease,treated_by
pethidine,drug,pain,disease,treated_by
paracetamol,drug,common cold,disease,treated_by
paracetamol,drug,fever,disease,treated_by
paracetamol,drug,pain,disease,treated_by
paracetamol,drug,migraine,disease,treated_by
paracetamol,drug,premenstrual syndrome,disease,treated_by
paracetamol,drug,hyperthermia,disease,treated_by
paracetamol,drug,concussion,disease,treated_by
paracetamol,drug,tension headache,disease,treated_by
paracetamol,drug,nasopharyngitis,disease,treated_by
paracetamol,drug,susceptibility to severe influenza,disease,treated_by
amoxapine,drug,major depressive disorder,disease,treated_by
amoxapine,drug,psychosis,disease,treated_by
amoxapine,drug,neurotic disorder,disease,treated_by
thioridazine,drug,schizophrenia,disease,treated_by
thioridazine,drug,schizophreniform disorder,disease,treated_by
fluphenazine,drug,schizophrenia,disease,treated_by
fluphenazine,drug,schizophreniform disorder,disease,treated_by
imipramine,drug,pain,disease,treated_by
imipramine,drug,attention deficit hyperactivity disorder,disease,treated_by
imipramine,drug,panic disorder,disease,treated_by
imipramine,drug,neurotic disorder,disease,treated_by
amitriptyline,drug,pain,disease,treated_by
amitriptyline,drug,migraine,disease,treated_by
amitriptyline,drug,fibromyalgia,disease,treated_by
amitriptyline,drug,tension headache,disease,treated_by
amitriptyline,drug,insomnia,disease,treated_by
amitriptyline,drug,neurotic disorder,disease,treated_by
loxapine,drug,schizophrenia,disease,treated_by
loxapine,drug,schizophreniform disorder,disease,treated_by
clomipramine,drug,pain,disease,treated_by
clomipramine,drug,obsessive-compulsive disorder,disease,treated_by
clomipramine,drug,panic disorder,disease,treated_by
clomipramine,drug,neurotic disorder,disease,treated_by
nortriptyline,drug,pain,disease,treated_by
nortriptyline,drug,attention deficit hyperactivity disorder,disease,treated_by
nortriptyline,drug,anxiety disorder,disease,treated_by
nortriptyline,drug,neurotic disorder,disease,treated_by
anxiolytic,drug,mental disorder,disease,treated_by
anxiolytic,drug,schizoid personality disorder,disease,treated_by
methenamine,drug,urinary tract infection,disease,treated_by
methenamine,drug,cystitis,disease,treated_by
methenamine,drug,bacteriuria,disease,treated_by
hydroxocobalamin,drug,multiple sclerosis,disease,treated_by
hydroxocobalamin,drug,pernicious anemia,disease,treated_by
hydroxocobalamin,drug,alcoholic neuropathy,disease,treated_by
hydroxocobalamin,drug,diabetic polyneuropathy,disease,treated_by
antidepressant,drug,mental disorder,disease,treated_by
antidepressant,drug,major depressive disorder,disease,treated_by
antidepressant,drug,schizoid personality disorder,disease,treated_by
antidepressant,drug,high-functioning autism,disease,treated_by
antidepressant,drug,depression,disease,treated_by
antidepressant,drug,low-functioning autism,disease,treated_by
antibody,drug,adenovirus infection,disease,treated_by
sulfamethoxazole / trimethoprim,drug,pneumonia,disease,treats
maria josé ragué arias,drug,poliomyelitis,disease,treats
tenofovir disoproxil,drug,hiv/aids,disease,treats
zidovudine,drug,hiv/aids,disease,treats
nevirapine,drug,hiv/aids,disease,treats
abacavir,drug,hiv/aids,disease,treats
delavirdine,drug,hiv/aids,disease,treats
maraviroc,drug,hiv/aids,disease,treats
raltegravir,drug,hiv/aids,disease,treats
amprenavir,drug,hiv/aids,disease,treats
lopinavir,drug,hiv/aids,disease,treats
didanosine,drug,hiv/aids,disease,treats
ritonavir,drug,hiv/aids,disease,treats
lamivudine,drug,hiv/aids,disease,treats
efavirenz,drug,hiv/aids,disease,treats
saquinavir,drug,hiv/aids,disease,treats
enfuvirtide,drug,hiv/aids,disease,treats
nelfinavir,drug,hiv/aids,disease,treats
stavudine,drug,hiv/aids,disease,treats
indinavir,drug,hiv/aids,disease,treats
zalcitabine,drug,hiv/aids,disease,treats
darunavir,drug,hiv/aids,disease,treats
lamivudine/zidovudine,drug,hiv/aids,disease,treats
emtricitabine/rilpivirine/tenofovir,drug,hiv/aids,disease,treats
ipergay,drug,hiv/aids,disease,treats
proud,drug,hiv/aids,disease,treats
protease inhibitor,drug,hiv/aids,disease,treats
estimated cumulative incidence of zika infection at the end of the first epidemic in the french west indies in a sample of patients followed for hiv infection.,drug,hiv/aids,disease,treats
clopidogrel,drug,stroke,disease,treats
perispinal etanercept,drug,stroke,disease,treats
4-aminosalicylic acid,drug,tuberculosis,disease,treats
ethambutol,drug,tuberculosis,disease,treats
ethionamide,drug,tuberculosis,disease,treats
capreomycin,drug,tuberculosis,disease,treats
pyrazinamide,drug,tuberculosis,disease,treats
cycloserine,drug,tuberculosis,disease,treats
isoniazid,drug,tuberculosis,disease,treats
antituberculous drug,drug,tuberculosis,disease,treats
morinamide,drug,tuberculosis,disease,treats
tuberculosis climatotherapy,drug,tuberculosis,disease,treats
collapse therapy,drug,tuberculosis,disease,treats
anti-tuberculosis drugs,drug,tuberculosis,disease,treats
viomycin,drug,tuberculosis,disease,treats
antituberculotic,drug,tuberculosis,disease,treats
well of the tree,drug,tuberculosis,disease,treats
metformin,drug,diabetes,disease,treats
onsen,drug,diabetes,disease,treats
diabetic diet,drug,diabetes,disease,treats
chromium picolinate,drug,diabetes,disease,treats
insulin lispro,drug,diabetes,disease,treats
glucerna,drug,diabetes,disease,treats
voglibose,drug,diabetes,disease,treats
hydrogen carbonate spring,drug,diabetes,disease,treats
